date,other,ba1,ba2,ba4,ba5
2021-01-15,99.99048570477143,0.009514295228580941,0,0,0
2021-01-16,99.99072915218096,0.00927084781903305,0,0,0
2021-01-17,99.9909604519774,0.00903954802259887,0,0,0
2021-01-18,99.99089667728721,0.009103322712790168,0,0,0
2021-01-19,99.99131454379642,0.008685456203587093,0,0,0
2021-01-20,99.99124994531215,0.008750054687841798,0,0,0
2021-01-21,99.99099139678394,0.009008603216071349,0,0,0
2021-01-22,99.98506942716368,0.014930572836311152,0,0,0
2021-01-23,99.98395550326238,0.016044496737618992,0,0,0
2021-01-24,99.98903448653984,0.010965513460167772,0,0,0
2021-01-25,99.9886685552408,0.011331444759206798,0,0,0
2021-01-26,99.98734337425643,0.01265662574357676,0,0,0
2021-01-27,99.98117469879517,0.018825301204819272,0,0,0
2021-01-28,99.98136993106874,0.01863006893125504,0,0,0
2021-01-29,99.98772780266307,0.012272197336933178,0,0,0
2021-01-30,99.98803613088472,0.011963869115271879,0,0,0
2021-01-31,99.98255813953489,0.017441860465116275,0,0,0
2021-02-01,99.98371158649148,0.01628841350852427,0,0,0
2021-02-02,99.9899487385667,0.01005126143330988,0,0,0
2021-02-03,99.99513831493995,0.00486168506004181,0,0,0
2021-02-04,99.99509515401216,0.004904845987835981,0,0,0
2021-02-05,99.99511790265097,0.0048820973490211386,0,0,0
2021-02-06,99.99510954616588,0.004890453834115805,0,0,0
2021-02-07,100,0,0,0,0
2021-02-08,100,0,0,0,0
2021-02-09,100,0,0,0,0
2021-02-10,100,0,0,0,0
2021-02-11,100,0,0,0,0
2021-02-12,100,0,0,0,0
2021-02-13,100,0,0,0,0
2021-02-14,100,0,0,0,0
2021-02-15,100,0,0,0,0
2021-02-16,100,0,0,0,0
2021-02-17,100,0,0,0,0
2021-02-18,100,0,0,0,0
2021-02-19,100,0,0,0,0
2021-02-20,99.9944638210707,0.005536178929302994,0,0,0
2021-02-21,99.99446780261118,0.005532197388802831,0,0,0
2021-02-22,99.9943110706565,0.005688929343497553,0,0,0
2021-02-23,99.99428375443009,0.005716245569909683,0,0,0
2021-02-24,99.99436175011276,0.005638249887235001,0,0,0
2021-02-25,99.98903568883286,0.010964311167150924,0,0,0
2021-02-26,99.98925597636314,0.010744023636852002,0,0,0
2021-02-27,99.99468678603687,0.005313213963126295,0,0,0
2021-02-28,99.9947271289217,0.005272871078302134,0,0,0
2021-03-01,99.99476741143843,0.005232588561561404,0,0,0
2021-03-02,99.99489379084967,0.005106209150326797,0,0,0
2021-03-03,99.995068547194,0.0049314528059966455,0,0,0
2021-03-04,99.99522285386709,0,0.004777146132900205,0,0
2021-03-05,99.98584505048598,0.009436633009342266,0.004718316504671133,0,0
2021-03-06,99.98586905322657,0.009420631182289212,0.004710315591144606,0,0
2021-03-07,99.98611175408544,0.009258830609693994,0.004629415304846997,0,0
2021-03-08,99.98656154810965,0.00895896792689482,0.00447948396344741,0,0
2021-03-09,99.98666370304512,0.008890864636585907,0.004445432318292954,0,0
2021-03-10,99.98656636217088,0.008955758552749417,0.004477879276374708,0,0
2021-03-11,99.98641673458299,0.013583265417006248,0,0,0
2021-03-12,99.99568537774518,0.004314622254821591,0,0,0
2021-03-13,99.9958000839983,0.004199916001679966,0,0,0
2021-03-14,99.98752806186081,0.012471938139186827,0,0,0
2021-03-15,99.98081939542735,0.01918060457265613,0,0,0
2021-03-16,99.9814931339527,0.01850686604730355,0,0,0
2021-03-17,99.98193184692661,0.018068153073392837,0,0,0
2021-03-18,99.98620642091107,0.013793579088934102,0,0,0
2021-03-19,99.98628446029352,0.013715539706487452,0,0,0
2021-03-20,99.98652518106789,0.0134748189321206,0,0,0
2021-03-21,99.9934121677262,0.006587832273790309,0,0,0
2021-03-22,99.99660855999458,0.003391440005426304,0,0,0
2021-03-23,99.99331863432884,0.00668136567114318,0,0,0
2021-03-24,99.9935917975008,0.006408202499198974,0,0,0
2021-03-25,99.9905947267768,0.00940527322318713,0,0,0
2021-03-26,99.99065012778159,0.009349872218413014,0,0,0
2021-03-27,99.99074730900904,0.009252690990963205,0,0,0
2021-03-28,99.99077036672409,0.009229633275904503,0,0,0
2021-03-29,99.99404549243776,0.005954507562224603,0,0,0
2021-03-30,99.99707602339181,0.0029239766081871348,0,0,0
2021-03-31,99.99714823475732,0.0028517652426852218,0,0,0
2021-04-01,100,0,0,0,0
2021-04-02,100,0,0,0,0
2021-04-03,100,0,0,0,0
2021-04-04,100,0,0,0,0
2021-04-05,100,0,0,0,0
2021-04-06,100,0,0,0,0
2021-04-07,100,0,0,0,0
2021-04-08,100,0,0,0,0
2021-04-09,100,0,0,0,0
2021-04-10,100,0,0,0,0
2021-04-11,100,0,0,0,0
2021-04-12,100,0,0,0,0
2021-04-13,100,0,0,0,0
2021-04-14,100,0,0,0,0
2021-04-15,100,0,0,0,0
2021-04-16,100,0,0,0,0
2021-04-17,100,0,0,0,0
2021-04-18,100,0,0,0,0
2021-04-19,100,0,0,0,0
2021-04-20,100,0,0,0,0
2021-04-21,100,0,0,0,0
2021-04-22,99.99729583558681,0,0.0027041644131963224,0,0
2021-04-23,99.99723053063033,0,0.0027694693696687714,0,0
2021-04-24,99.99715715260406,0,0.002842847395951785,0,0
2021-04-25,99.99715343011671,0,0.002846569883290635,0,0
2021-04-26,99.99713352060999,0,0.0028664793900131857,0,0
2021-04-27,99.99712833472131,0,0.0028716652786951154,0,0
2021-04-28,99.99712528028518,0,0.002874719714827804,0,0
2021-04-29,100,0,0,0,0
2021-04-30,100,0,0,0,0
2021-05-01,100,0,0,0,0
2021-05-02,100,0,0,0,0
2021-05-03,100,0,0,0,0
2021-05-04,100,0,0,0,0
2021-05-05,100,0,0,0,0
2021-05-06,100,0,0,0,0
2021-05-07,100,0,0,0,0
2021-05-08,100,0,0,0,0
2021-05-09,100,0,0,0,0
2021-05-10,100,0,0,0,0
2021-05-11,100,0,0,0,0
2021-05-12,100,0,0,0,0
2021-05-13,100,0,0,0,0
2021-05-14,100,0,0,0,0
2021-05-15,99.99172219692893,0.008277803071064939,0,0,0
2021-05-16,99.99156936306538,0.008430636934620409,0,0,0
2021-05-17,99.99119834528891,0.008801654711085684,0,0,0
2021-05-18,99.99080924589863,0.009190754101374017,0,0,0
2021-05-19,99.98568087442126,0.014319125578731324,0,0,0
2021-05-20,99.95060508767597,0.014818473697209185,0.034576438626821436,0,0
