date,other,ba1,ba2,ba4,ba5
2021-01-01,99.99199038846615,0.008009611533840609,0,0,0
2021-01-02,99.97519225998512,0.024807740014884644,0,0,0
2021-01-03,99.84480927877154,0.1551907212284571,0,0,0
2021-01-04,99.81908009185165,0.18091990814835432,0,0,0
2021-01-05,99.83722531772365,0.16277468227634131,0,0,0
2021-01-06,99.83671565197108,0.16328434802892464,0,0,0
2021-01-07,99.84189292334533,0.15810707665467233,0,0,0
2021-01-08,99.85306039724361,0.14693960275638426,0,0,0
2021-01-09,99.86734794143658,0.13265205856342735,0,0,0
2021-01-10,99.93998199459838,0.060018005401620486,0,0,0
2021-01-11,99.97323483753546,0.026765162464536158,0,0,0
2021-01-12,99.97235430719894,0.027645692801061595,0,0,0
2021-01-13,99.98349199361691,0.0165080063830958,0,0,0
2021-01-14,99.98945481387747,0.010545186122535062,0,0,0
